流水號,大類別,From,網址,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time,
115,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_900595800061789,9:24:02 AM,photo,111103359011041_900595800061789,除了 have no idea 以外，你還可以用：「不知道、毫無頭緒」- Not Have A Clue↓https://www.hopenglish.com/not-have-a-clue-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/900595800061789/?type=3,Timeline Photos,1,43,3,3/10/2016 9:33,
146,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_896585800462789,12:20:01 PM,photo,111103359011041_896585800462789,大量使用片語才是老外真正的說話方式↓「保持沉默- Keep One's Mouth Shut↓https://www.hopenglish.com/keep-ones-mouth-shut關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/896585800462789/?type=3,Timeline Photos,1,43,3,3/3/2016 1:26,
41,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_912172532237449,10:21:30 PM,status,111103359011041_912172532237449,［系統公告］3/24 04:00 ～ 05:00 系統將再次停機維護，希望能夠讓大家上課上的更順暢。維護完畢時會再通知大家喔！希平方工程團隊敬上,mobile_status_update,,,0,42,,3/23/2016 22:21,
68,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_907758689345500,12:20:00 PM,photo,111103359011041_907758689345500,大量使用片語才是老外真正的說話方式↓「變成」- Turn Into↓https://www.hopenglish.com/turn-into-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/907758689345500/?type=3,Timeline Photos,1,42,9,3/20/2016 2:13,
5,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_919751748146194,9:20:00 AM,photo,111103359011041_919751748146194,各位學英文的朋友早安：)「逐漸消失、變弱」- Fade Away↓https://www.hopenglish.com/fade-away-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/919751748146194/?type=3,Timeline Photos,0,41,6,3/31/2016 9:20,
64,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_907760766011959,12:20:00 PM,photo,111103359011041_907760766011959,大量使用片語才是老外真正的說話方式↓「來來回回地」- Back And Forth↓https://www.hopenglish.com/back-and-forth-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/907760766011959/?type=3,Timeline Photos,2,41,6,3/21/2016 16:15,
78,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_906024156185620,9:20:00 AM,photo,111103359011041_906024156185620,各位學英文的朋友早安：)「畢竟、終究」- After All↓https://www.hopenglish.com/after-all-5關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/906024156185620/?type=3,Timeline Photos,3,41,3,3/17/2016 22:10,
95,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_900623763392326,4:31:00 PM,link,111103359011041_900623763392326,📣【學員心得分享】📣為什麼老是學不好英文，在聽過許多專家的意見之後，才意識到其實最關鍵的原因取決於自身態度的積極與否，因為語言的學習最需要的就是長時間持續的投入，因此下定決心學好英文，即是學習英文的第一步。學習語言就像一段沒有終點的旅途，若以積極樂觀的態度面對並且努力不懈、持之以恆，就會是收穫最多的人。我很感謝「攻其不背」的聽說讀寫方式，強迫自己多次的練習，無形中就記起來的方式真的很棒！#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://canofdream.pixnet.net/blog/post/43093284,「攻其不背」 @ canofdream的部落格 :: 痞客邦 PIXNET ::,0,41,4,3/12/2016 16:31,
119,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_900007283453974,9:20:01 AM,photo,111103359011041_900007283453974,各位學英文的朋友早安：)「阻撓、擋道」- In The Way↓https://www.hopenglish.com/in-the-way關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/900007283453974/?type=3,Timeline Photos,1,41,2,3/10/2016 9:34,
144,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_896545630466806,9:37:00 PM,link,111103359011041_896545630466806,📣【學員心得分享】📣不知不覺地聽ICRT時開始能聽懂幾句了，而不是像以前一樣好像只是背景音樂似的；跟朋友去看電影時發現自己竟能聽懂片中對話關鍵句甚至一整句，現在連上課的時間也越來越短，因為我越來越聽得懂內容跟知道句子大約的結構。此外，聽說讀寫都有明顯的進步，遇到外國人時可以成功練習講出完整的句子，這樣大的進步讓我對於英文越來越有興趣，也繼續購買課程，持續每天起碼上一堂課的堅持!#可以隨時中斷課程隨時開始 #以前英文是鴨子聽雷現在越聽越有進步#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://toustanley.pixnet.net/blog/post/40534887,你不可以不知道的學英文方式-希平方-攻其不背 @ toustanley的部落格 :: 痞客邦 PIXNET ::,2,41,3,3/9/2016 11:38,
46,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911223882332314,11:29:01 PM,status,111103359011041_911223882332314,［系統公告］3/23 04:00 ～ 05:00 將停機維護，希望能夠讓大家上課上的更順暢。維護完畢時會再發一篇公告通知大家喔！希平方工程團隊敬上,mobile_status_update,,,0,40,,3/22/2016 23:29,
91,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_903239493130753,12:20:00 PM,photo,111103359011041_903239493130753,大量使用片語才是老外真正的說話方式↓「查詢」- Look Uphttps://www.hopenglish.com/look-up-4關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/903239493130753/?type=3,Timeline Photos,2,40,6,3/15/2016 14:02,
129,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_898414053613297,9:20:00 AM,photo,111103359011041_898414053613297,各位學英文的朋友早安：)「順帶一提」- By The Way↓https://www.hopenglish.com/by-the-way-8關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/898414053613297/?type=3,Timeline Photos,1,40,4,3/7/2016 17:27,
141,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_897191557068880,12:20:01 PM,photo,111103359011041_897191557068880,英文中的「踹屁股」是什麼意思呢？「狠狠教訓某人」- Kick One's Ass↓https://www.hopenglish.com/kick-ones-ass大量使用片語才是老外真正的說話方式 B|,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/897191557068880/?type=3,Timeline Photos,2,40,4,3/4/2016 11:59,
35,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_912961285491907,7:58:00 PM,link,111103359011041_912961285491907,【膽小者勿入】不要問，真的很可怕！😱😱😱  小編自己看完之後也覺得毛毛的，歡迎粉絲來挑戰膽量！💀💀💀（by #學海無編）#精選影片,shared_story,https://www.hopenglish.com/dare-you-play-the-game,「【膽小者勿入】神奇方格遊戲」- Dare You Play the Game?,0,39,4,3/24/2016 19:58,
55,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_909961092458593,9:22:00 AM,photo,111103359011041_909961092458593,各位學英文的朋友早安：)「與...相配、伴隨」- Go With↓https://www.hopenglish.com/go-with-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/909961092458593/?type=3,Timeline Photos,1,39,2,3/22/2016 23:59,
106,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_901788589942510,9:20:38 AM,photo,111103359011041_901788589942510,各位學英文的朋友早安：)「和...有關」- Have To Do With↓https://www.hopenglish.com/have-to-do-with-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/901788589942510/?type=3,Timeline Photos,2,39,3,3/15/2016 19:45,
4,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_919907764797259,12:20:00 PM,photo,111103359011041_919907764797259,上班累了嗎？午休時間一起來小睡一下吧👍「小睡、打盹」- Take A Nap↓https://www.hopenglish.com/take-a-nap關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/919907764797259/?type=3,Timeline Photos,1,38,7,4/1/2016 9:32,
109,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_901298663324836,12:20:01 PM,photo,111103359011041_901298663324836,大量使用片語才是老外真正的說話方式↓「騰出時間」- Make Time↓https://www.hopenglish.com/make-time關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/901298663324836/?type=3,Timeline Photos,2,38,2,3/10/2016 9:32,
80,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_904628546325181,9:30:00 PM,link,111103359011041_904628546325181,📣【學員心得分享】📣開始嘗試用希平方來學習英文之後，以前那種對英文的熟悉感又跑了回來耶～而且單字！對就是單字！！我發現自然而然就進到腦海之中，可能是了解整句話的緣故，單字跟意思都可以連接的上。文法方面呢也超方便的～老師不管我問多蠢多笨的問題仍然會想辦法讓我去理解，甚至親自找網址的連結頁面讓我進去觀看，讓我更喜歡上希平方來學習英文😃#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://yanghelena.pixnet.net/blog/post/43609359,希平方-攻其不背 @ yanghelena的部落格 :: 痞客邦 PIXNET ::,0,37,3,3/15/2016 21:30,
92,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_903239039797465,9:20:01 AM,photo,111103359011041_903239039797465,各位學英文的朋友早安～星期天要做什麼呢？趕快計畫一下：)「詳細安排、策畫」- Plan Outhttps://www.hopenglish.com/plan-out關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/903239039797465/?type=3,Timeline Photos,2,37,5,3/15/2016 14:03,
110,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_901244699996899,9:20:45 AM,photo,111103359011041_901244699996899,各位學英文的朋友早安：)「有影響、起作用」- Make A Difference↓https://www.hopenglish.com/make-a-difference-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/901244699996899/?type=3,Timeline Photos,1,37,4,3/10/2016 9:32,
112,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_900613713393331,9:30:00 PM,link,111103359011041_900613713393331,📣【學員心得分享】📣學英文單字很重要，但並不是聽&說就不重要，等你有了一定的單字量你講起英文就會很輕鬆，而要如何練(說)呢?就是多說嘛 ! 你多講英文就不會卡卡的，攻其不背除了幫我背單字，他還會規定我一定要唸完句子才能跳下一句，這樣就幫助了我(說)的部分了。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://jk201099.pixnet.net/blog/post/42803724,攻其不背學習心得 @ jk201099的部落格 :: 痞客邦 PIXNET ::,0,37,2,3/8/2016 21:30,
132,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_898332380288131,12:24:00 PM,photo,111103359011041_898332380288131,大量使用片語才是老外真正的說話方式↓「處理、面對」- Deal With↓https://www.hopenglish.com/deal-with-4關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/898332380288131/?type=3,Timeline Photos,1,37,4,3/7/2016 17:27,
105,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_901850873269615,12:22:01 PM,photo,111103359011041_901850873269615,大量使用片語才是老外真正的說話方式↓「獨立、靠自己」- On One's Own↓https://www.hopenglish.com/on-ones-own-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/901850873269615/?type=3,Timeline Photos,2,36,3,3/15/2016 14:07,
62,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_907124889408880,7:58:00 PM,link,111103359011041_907124889408880,【性格解析】比心理測驗還準！假日就是要睡到自然醒啊💤💤💤你知道你的睡姿代表著什麼樣的性格嗎？大家看完之後跟小編說你覺得這個分析準不準吧！(by #學海無編)#精選影片,shared_story,https://www.hopenglish.com/what-your-sleeping-position-says-about-you,「從睡姿看個性～你是哪種類型？」- What Your Sleeping Position Says about You,0,35,4,3/19/2016 19:58,
101,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_901982133256489,9:20:00 AM,photo,111103359011041_901982133256489,各位學英文的朋友早安：)「發現、得知」- Find Out↓https://www.hopenglish.com/find-out-6關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/901982133256489/?type=3,Timeline Photos,2,35,4,3/15/2016 14:05,
71,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_904634709657898,9:30:00 PM,link,111103359011041_904634709657898,📣【學員心得分享】📣在柏林這邊準備考國際學程，德文、英文都要通過，還要打工來養活自己，整個心力憔悴，幸好無意間搜尋到了攻其不背的線上英文教學，因為可以在打工顧店時，好好利用時間學習英文，平均每天扎扎實實地上一堂課，而且只要照著步驟學習，不怕中斷或是不小心少複習到什麼，很有系統地明顯成長，並且事半功倍。目前上50堂課了，然後發現我的英文竟然比德文整體還要穩定的成長！😼#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://luzia372k.pixnet.net/blog/post/318628737,自學語言in 攻其不背 @ luzia372k的部落格 :: 痞客邦 PIXNET ::,1,34,3,3/17/2016 23:35,
69,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_907688916019144,9:20:01 AM,photo,111103359011041_907688916019144,各位學英文的朋友早安：)「和...一道」- Along With↓https://www.hopenglish.com/along-with-5關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/907688916019144/?type=3,Timeline Photos,1,33,3,3/21/2016 16:17,
147,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_896513927136643,9:22:01 AM,photo,111103359011041_896513927136643,各位學英文的朋友早安：)「現在、此刻」- Right Now↓https://www.hopenglish.com/right-now關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/896513927136643/?type=3,Timeline Photos,1,33,5,3/3/2016 1:30,
13,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_917758035012232,9:17:39 AM,photo,111103359011041_917758035012232,各位學英文的朋友早安：) 「雜亂」- All Over The Place↓https://www.hopenglish.com/all-over-the-place關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/917758035012232/?type=3,Timeline Photos,0,32,3,3/29/2016 9:17,
90,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_900625476725488,4:37:00 PM,link,111103359011041_900625476725488,📣【學員心得分享】📣我發現了攻其不背－這套可以隨時隨地學習英文的系統，它安排的課程，內含聽寫、複習、重組、學習的複合方式，對於聽、說、讀、寫各方面，有全面性的幫助，照進度按部就班，的確是有一定程度以上的幫助，尤其是可以找回對英文的語感與敏銳度，再另外搭配字彙量的提昇，對於忙碌的我來說，利用零碎的時間學習，事半功倍！#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://firemantimothy.blogspot.tw/2016/01/blog-post.html,摩西過火海: 我的攻其不背時代,0,29,2,3/13/2016 16:37,
127,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_896559787132057,4:30:00 PM,link,111103359011041_896559787132057,📣【學員心得分享】📣畢業後，我仍然不想放棄英文，將以前的教材重新讀過，也曾經花了萬元參加英語補習班，但一樣的老問題還是揮之不去，【單字背不起來】。直到使用了攻其不背，立刻喜歡上這個系統的上課模式，利用反覆練習來刺激大腦記憶力，小範圍的練習聽說讀寫，完全沒有壓力。系統備有老師錄音；不用害怕專有名詞或複雜的文法，這些都有小幫手在一旁解答。一步一步有條理地打好英文基礎，反覆聆聽幾次之後，那些原本陌生的語句好像就印在腦海裡了，難怪不用花額外的時間背單字😝#想學英文不想要變成台式英文 #英文反覆練習就能熟能生巧#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://oasaburoou.pixnet.net/blog/post/187681321,<希平方攻其不背>線上英文學習課程 @ oasaburoou的部落格 :: 痞客邦 PIXNET ::,0,29,2,3/5/2016 16:30,
8,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_918857661568936,12:20:00 PM,photo,111103359011041_918857661568936,大量使用片語才是老外真正的說話方式↓「就...方面來說」- In Terms Of↓https://www.hopenglish.com/in-terms-of-7關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/918857661568936/?type=3,Timeline Photos,1,28,8,3/31/2016 14:27,
135,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_896551800466189,9:30:00 PM,link,111103359011041_896551800466189,📣【學員心得分享】📣某次看到希平方-攻其不背的介紹，看起來很神很吸引人，想知道到底如何可以「攻其不背」，所以就購買了120堂課程。學習了半年之後，去考了久違的TOEIC，說來神奇，除了考前用複習本衝刺之外，一直無法突破800分尤其超害怕聽力的我，在當次多益全神貫注的考試之下，覺得聽得懂的機率變高了，結果雖然是差一點就能拿黃金證書令人扼腕的分數，但能突破800分令人大感振奮！😄#內有彩蛋請點入  #購買120堂朝向黃金證書邁進#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://lingforfun.pixnet.net/blog/post/187567366,學英文就要「攻其不背」 @ 「齡」活手札：玩樂宣言誌 :: 痞客邦 PIXNET ::,0,27,2,3/3/2016 21:30,
10,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_916963435091692,9:30:00 PM,link,111103359011041_916963435091692,📣【學員心得分享】📣剛開始時，內人實在興趣缺缺，一心嚮往英語補習班的生活(事實上她也預訂好了試聽的時間)，但我想，要如何讓我內人踏出第一步，開始試聽一下希平方的方式，剛好，在第一堂課中，有一個繞口令十分有趣；因此，多次在上班開車途上，反覆大聲地朗讀這一段繞口令 She Sells Sea Shells By The Sea Shore，就這樣，哈哈哈....魚兒就上鈎了🐟😁#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://pipenlinlearning.blogspot.tw/2015/05/blog-post_24.html,學習: 攻其不背 創新完備 耳聽口唸 學習增倍,0,26,,3/29/2016 21:30,
21,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910791895708846,4:30:00 PM,link,111103359011041_910791895708846,📣【學員心得分享】📣就算一直看影集或是聽廣播，沒有一個字一個字或是一句一句瞭解，進步的速度也是非常的慢。希平方雖沒有昂貴且華麗的教學系統與行銷，但卻將課程品質回饋給學員，更棒的是，還可以透過自己的選擇，有關西方的文化、藝術、電影、流行趨勢等等，這樣的學習更是我需要的。所以評估過後，我選擇了希平方！套句流行話，學英文就是要把錢花在刀口上，不然要幹嘛？ 😁#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://flight0928.pixnet.net/blog/post/43364245,專注學習 持之以恆 攻其不背 @ flight0928的部落格 :: 痞客邦 PIXNET ::,0,26,4,3/27/2016 16:30,
48,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910780465709989,9:30:00 PM,link,111103359011041_910780465709989,📣【學員心得分享】📣台灣學生大部分比較重視聽、讀，常常輕忽了說跟寫。「攻其不背」的系統設計，讓我們可以模仿影片中外國人的口音，不但矯正了發音的偏差，在重複練習的過程中，也讓自己的口說速度可以跟上外語老師，達到熟能生巧的程度。像單字的部分，很多人是看得懂的，但叫他拚他拚不出來，如此在寫作上就會出現問題了，而「攻其不背」課程，不但強迫你一定要把整句話拚出來，還會不斷的重複複習，讓你到後來背不起來也難，真的是名副其實的「攻其不背」！#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://mypaper.pchome.com.tw/heylabbb/post/1363211413,★希平方-攻其不背★線上英語學習課程~~真的是太強惹!!!!!!!,0,25,2,3/22/2016 21:30,
58,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_904697352984967,4:30:00 PM,link,111103359011041_904697352984967,📣【學員心得分享】📣攻其不背的上課方式是以【重複學習】為主。人在學習的時候常常容易忘記，學習越多次，記憶也會越深刻，也就越不容易忘記，因此攻其不背使用的方式就是【重複學習】。透過分層的方式，一堂課裡面有多種不同的學習方式，同一段可以複習到許多次，並且是以不同的形式，因此在以學習英文方面來說，算是很方便，不用課前預習，也不用課後複習，因為你在學習的過程中，你就已經記得很清楚了。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://a8895222.pixnet.net/blog/post/44208330,攻其不背 @ a8895222的部落格 :: 痞客邦 PIXNET ::,0,22,4,3/20/2016 16:30,
63,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_904691259652243,4:30:00 PM,link,111103359011041_904691259652243,📣【學員心得分享】📣我發現使用【希平方-攻其不背】上課其實並不困難，你可以選擇自己喜歡的課程來學習，所以在學習英文的意願當中就提升了非常多。在加上攻其不背，並不是像傳統的教法那樣，強迫你不斷的背誦單字、片語，而是經過閱讀、聽力、錄音的多種方式來讓你進行學習，只要是我有看過的單字，我多少都會有些印象，我覺得這對我來說是進步非常大的😄希望在接下來的時間，希平方-攻其不背可以讓我學會更多的英文。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://blog.yam.com/angus800916/article/126427012,在緋色之夜裡徘徊的縹緲之心: 攻其不背-學習心得 - yam天空部落,0,21,1,3/19/2016 16:30,
2,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_916964958424873,9:30:01 PM,link,111103359011041_916964958424873,📣【學員心得分享】📣每堂課，除了學習新的課程之外，還有考試、複習的時間，經由這個過程，可以讓我們知道，到底接收了多少、吸收了多少。平均同一段影片，會看五次，第一次是上課，第二次是聽音檔並排列順序，第三次是聽寫，第四次是填空，第五次是考試。透過不斷不斷的練習，重複不斷的接收，把這些訊息一次一次地植入我們的腦中，一次一次加深我們的印象。但不僅僅只是聽、寫，每次也都必須練習口說。學日文久了，講英文有的時候難免會有日本腔，一開始很不喜歡聽自己說的英文，覺得很怪，但透過影片，複誦句子，模仿音調及速度，一次兩次三次下來，感覺英文發音也越來越漂亮。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://minmi68.pixnet.net/blog/post/355662303,希平方學英文 攻其不背 @ Mei日心閱 :: 痞客邦 PIXNET ::,0,18,1,3/31/2016 21:30,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,, ,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
