流水號,大類別,From,網址,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
109,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138789846140815,1:00:00 PM,link,515316421821497_1138789846140815,在相遇之時，愛情已然發生。一場大雨(pouring rain)中的事故(accident)奪走了男主角的理想人生(ideal life)，原以為他會悲慘的過著下半人生(the rest of his life)，沒想到她闖進男主角的世界，讓彼此的命運交疊，並產生了愛情的火花…點我看揪心電影預告--->http://goo.gl/dCEMqW,shared_story,http://goo.gl/dCEMqW,【揪心電影】遇見你之前 官方預告 (Me Before You Official Trailer #1 (2016) - Emilia Clarke,4,270,44,3/19/2016 20:19
154,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1136009973085469,7:00:01 PM,link,515316421821497_1136009973085469,看到 bear 和 seal馬上想到熊和海豹但他們當動詞用的時候絕對不是「熊抱」或是「海豹拍拍」英文檢定必考的一字多義不用靠死背，今天 VT 整理出不同用法即意義大不同的單字，讓你不會再被考官混淆視聽了！http://goo.gl/Hlnxrn,shared_story,http://goo.gl/Hlnxrn,【英檢必學】解密一字多義！你知道 bear 當名詞是熊，但當動詞後是什麼意思嗎？,1,261,113,3/9/2016 11:45
121,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1139561759396957,1:00:00 PM,link,515316421821497_1139561759396957,愛雖然令人愉快 (exhilarating) ，也會使人受苦 (suffer)人們為什麼會戀愛 (fall in love) ?來聽聽哲學家 (philosopher) 的理論 (theory) 吧!https://goo.gl/w9AWGj,shared_story,https://goo.gl/w9AWGj,【Ted-Ed】我們為什麼會相愛？讓哲學告訴你 (Why do we love? A philosophical inquiry - Skye C. Cleary),3,258,110,3/14/2016 2:20
161,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134978396521960,5:00:01 PM,link,515316421821497_1134978396521960,#挑戰不按翻譯年糕Hug me. Just shut up and hug me.更多影片：https://goo.gl/p6diBc,shared_story,http://gph.is/1RM5cSu,gph.is,4,255,24,3/7/2016 16:04
65,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1143539508999182,1:00:00 PM,link,515316421821497_1143539508999182,上班族整天黏在辦公桌前(stay put)，晚上回到家又被電視綁架(be a couch potato)，你的身體要生氣了！每半小時就起來活動筋骨(move around)，不但可以促進血液循環(blood circulation)，還能讓專注力(concentration)提升喔 http://goo.gl/9I5sjd,shared_story,http://goo.gl/9I5sjd,【TED-Ed】坐著對身體沒好處？ (Why sitting is bad for you - Murat Dalkilinç),3,253,103,3/22/2016 7:22
171,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133879173298549,7:00:00 PM,link,515316421821497_1133879173298549,如何正確的用英文講髮型呢？中分、旁分、公主頭馬尾、辮子、丸子頭十種時髦髮型的英文讓你一次學會還附美髮教學影片！>>http://goo.gl/KvaMF7,shared_story,http://goo.gl/KvaMF7,【時尚】十種時髦髮型的英文，內附教學影片！,0,253,190,3/3/2016 19:00
168,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134997293186737,1:00:00 PM,link,515316421821497_1134997293186737,你喜歡哪一種動物(animal)？凶狠(fierce)的獅子、溫柔(mild)的兔兔、還是奸詐(cunning)的狐狸？他們全部都住在動物方城市(zootopia)裡！但是，最近這個看似和平(peaceful)的國度，發生一件可怕(horrible)的事情讓我們一起看看，究竟故事到底怎麼發展下去呢？https://goo.gl/Wp14Pi,shared_story,https://goo.gl/Wp14Pi,動物烏托邦官方預告片 (Zootopia Official Trailer),1,246,66,3/7/2016 15:20
18,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153062404713559,1:00:00 PM,link,515316421821497_1153062404713559,月經(period)可說是女生這輩子無法擺脫的惡夢(nightmare)！不但要忍受濕濕(wet)黏黏(sticky)的觸感，還有無法克制的暴躁(hot-tempered)！想必男士們(gentlemen)應該不太瞭解女生每個月最痛苦的幾天如何渡過，就讓這個影片大聲的說出女孩真心話！https://goo.gl/WCU0Nq,shared_story,https://goo.gl/WCU0Nq,男女都該知道的-月經真相(Girls on periods),2,239,75,3/29/2016 16:21
188,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133153993371067,5:00:01 PM,link,515316421821497_1133153993371067,可樂(coke)、汽水(soda)、雪碧(sprite)是你的最愛(favorite)嗎？那你可千千萬萬要注意(pay attention)啦！天天喝碳酸飲料(carbonated drinks)對我們身體會產生難以想像的負面效果(negative effect)！絕對不是只有糖尿病這麼簡單(diabetes)！到底這些好喝又難以抗拒(irresistable)的飲料對健康有什麼壞處呢？https://goo.gl/gyh1tn,shared_story,https://goo.gl/gyh1tn,【生活英文】如果天天只喝可樂，身體究竟會發生什麼事！(What If You Only Drank Soda?),4,223,88,3/4/2016 16:02
42,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1149321098421023,9:00:00 PM,link,515316421821497_1149321098421023,通勤、下課時間、等看醫生，日常生活當中的零碎時間實在太多，但又看不完太長的英文影片怎麼辦？小編精選 Snapchat， Vine， VoiceTube 以及 Buzzfeed，這四大短片 app，讓你跟上潮流、吸收新知，同時學好英文！http://goo.gl/bNThao,shared_story,http://goo.gl/bNThao,【推薦】零碎的閒暇時間不知道該如何運用？VT 精選四個超有趣的英文短片 app，時間少也不怕！,2,216,103,3/25/2016 11:23
164,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1135287653157701,10:08:47 PM,link,515316421821497_1135287653157701,以s結尾的英文單字，不論名詞的複數或動詞字尾，你是不是一律以氣音的ㄙ來發音呢？你知道這個習慣不完全正確嗎？細緻地調整 s發音，就是標準英文口說的開始來看看細節裡的s發音,shared_story,http://goo.gl/I0VqLs,【複數發音規則】魔鬼藏在細節裡：字尾的那些 “s” 你真的唸對了嗎？,3,216,131,3/7/2016 16:06
33,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151088808244252,5:00:00 PM,link,515316421821497_1151088808244252,#挑戰不按翻譯年糕Time flies especially in every god damn morning.看更多有趣影片：https://goo.gl/mi8IGm,shared_story,http://gph.is/1Pwd1qU,gph.is,6,205,17,3/30/2016 11:37
71,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1145072655512534,1:00:00 PM,link,515316421821497_1145072655512534,這些看似平常的東西也可以是致命的 (deadly) !?像是喝水雖然重要，但喝太多的水會造成腦細胞 (brain cells) 腫脹 (swell) 導致頭痛 (headache) 、癲癇 (seizure) 等症狀快來看看還有什麼是致命的吧!https://goo.gl/PG6Sfy,shared_story,https://goo.gl/PG6Sfy,這麼多東西會殺了你 (This Much Will Kill You),2,205,70,3/23/2016 10:57
180,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133231273363339,5:00:01 PM,link,515316421821497_1133231273363339,#挑戰不按翻譯年糕Super heroes in real life be like:更多影片：https://goo.gl/aJveQL,shared_story,http://gph.is/21z55BN,gph.is,7,194,11,3/3/2016 23:24
24,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1152963088056824,1:10:33 PM,link,515316421821497_1152963088056824,YOLO? Nocialize？這些現代 (modern) 用語知多少隨著時代的轉變，演變出許多結合 (combined) 詞語，能更準確 (precisely) 表達詞意，來看看影片教你哪9個必學俚語https://goo.gl/LuAY9g,shared_story,https://goo.gl/LuAY9g,【英文技巧】你所必須知道的9個新潮俚語！ (9 Urban Dictionary Definitions You Need To Know),3,192,95,3/28/2016 19:20
166,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134972183189248,5:00:00 PM,link,515316421821497_1134972183189248,#挑戰不按翻譯年糕Dude， I'm taking Jenga very seriously.更多影片：https://goo.gl/Y1UOGw見外國客戶不知如何開口，只能微笑說 Hi？VoiceTube 合作夥伴 WUWOW 舉辦專業講座，讓你商務 social skills 一次上手，輕鬆贏得國外生意！詳情請看▷http://goo.gl/GnF4YN,shared_story,http://gph.is/21ImNCF,gph.is,7,191,14,3/7/2016 16:11
77,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1145030775516722,1:00:00 PM,link,515316421821497_1145030775516722,這種天氣就是要待在家補眠啊~現在很多人都因為忙碌的生活而缺乏睡眠 (sleep deprived)或因為太多的壓力 (stress) 而導致失眠 (insomnia)睡眠不足會如何影響 (affect) 你的面容？影片中用化妝的方式告訴你20年的睡眠不足會有多可怕！https://goo.gl/rT3EfA,shared_story,https://goo.gl/rT3EfA,睡眠如何影響你的面容?How Does Sleep Affect Your Face?,1,190,77,3/23/2016 10:54
159,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1135781359774997,9:00:02 PM,link,515316421821497_1135781359774997,「看電影」是種很容易聊的興趣，很多交朋友的場合也都會放部電影，讓大家有些話題可以下手，只不過當這些機會出現了，你，真的聊得起來嗎？,shared_story,http://goo.gl/Ay0QeM,【電影英文】連電影都聊不起來？看完這篇讓你能跟老外用電影破冰,0,190,83,3/5/2016 21:00
13,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155040214515778,1:00:00 PM,link,515316421821497_1155040214515778,有人說，跟自己相似的人在一起，感情才會長久(lasting)但是你有想過，跟不同類型的人約會(date)其實才能擦出新火花嗎？愛情不是絕對(absolute)、從現在開始敞開心胸(open-minded)多嘗試跟不同個性的人接觸，也許春天就近在眼前(around the corner)！https://goo.gl/5fvhbR,shared_story,https://goo.gl/5fvhbR,試著跟不同型的人約會吧！(Why you shouldn't date your type),3,184,48,3/31/2016 3:25
160,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1135048783181588,7:00:00 PM,link,515316421821497_1135048783181588,背單字超無聊？試試看「單字馬拉松」加強印象吧！步驟1：隨便想一個英文單字或片語步驟2：開始接龍！可以自己玩或者挑戰朋友，看你們能夠接幾個輸的人就來用接不下去的單字片語造個句吧挑戰你平常累積的單字量！,shared_story,http://goo.gl/YcgJov,背單字超無聊？ 試試看「單字馬拉松」吧！,2,180,75,3/7/2016 16:02
92,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1143019379051195,8:00:01 PM,link,515316421821497_1143019379051195,お待たせしました！VoiceTube 日文版上線！#國民外交的時間到了喜歡用VoiceTube看影片學英語嗎？現在你可以把我們的服務推薦給你的日本朋友，讓他和你一樣，跟著我們一步一步學好英文啦！▷VoiceTube 日文版網站：https://goo.gl/71f14y▷VoiceTube 日文版部落格：http://goo.gl/ThTsdc▷VoiceTube 日文版粉絲專頁：https://goo.gl/3XT0T3,shared_story,https://www.facebook.com/VoiceTubeJapan/,VoiceTube 動画で英語を学ぶ,3,173,,3/16/2016 22:26
162,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134297576590042,3:00:01 PM,photo,515316421821497_1134297576590042,【造句練功房】 這句英文怎麼說？《今日練習句》別待在你的舒適圈裡。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/9QJfLZ● 為什麼我應該加入造句練功房？>>> http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1134297576590042/?type=3,Timeline Photos,54,167,25,3/9/2016 13:33
16,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1154125367940596,5:00:00 PM,link,515316421821497_1154125367940596,#挑戰不按翻譯年糕Life is full of obstacles， but you gotta keep trying!更多影片：https://goo.gl/u2GmDh,shared_story,http://gph.is/1UZt1Zk,gph.is,1,159,17,3/29/2016 18:04
83,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144224882263978,1:00:00 PM,link,515316421821497_1144224882263978,大家總說，初吻(first kiss)不管是好是壞，總是令人銘心刻骨，難以忘懷(unforgettable)你還記得當初青澀害羞(shy)，鼓起勇氣(pluck up courage)前那份酸酸甜甜的感覺嗎？隆重鉅獻，第一次接吻前的小劇場，一起回味當時的靦腆(bashfulness) <3https://goo.gl/H0T23z,shared_story,https://goo.gl/H0T23z,第一次接吻前的小劇場 Thoughts You Have Before A First Kiss,2,158,50,3/19/2016 2:54
172,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1125876420765491,5:00:01 PM,link,515316421821497_1125876420765491,你現在是不是坐著滑手機(phubbing phone)看這則貼文(post)?坐著其實無傷大雅(no harm)，但是久坐就未必如此了！趕快來看一下坐著對身體的壞處，記得時常(once for a while)站起來走走透透氣，VT關心您的健康！https://goo.gl/WUkk9P,shared_story,https://goo.gl/WUkk9P,【TED-Ed】坐著對身體沒好處？ (Why sitting is bad for you - Murat Dalkilinç),2,157,60,3/4/2016 15:53
4,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1156061351080331,5:00:00 PM,link,515316421821497_1156061351080331,#挑戰不按翻譯年糕Hmm...look delicious...wait what!?看更多有趣影片：https://goo.gl/QoB0Om,shared_story,http://gph.is/1V81vZW,gph.is,8,156,13,4/1/2016 18:15
115,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1139585419394591,1:00:00 PM,link,515316421821497_1139585419394591,雖然前幾天人工智慧 (artificial intelligence) 圍棋程式打敗了世界冠軍但電腦還是有它的極限 (limit) 的正在發展中的量子電腦 (quantum computer) 可能會打破這個極限讓人類的科技 (technology) 再次經歷一場進化 (evolution)究竟量子電腦有多厲害呢？它就是怎麼辦到的？https://goo.gl/f6N9fX,shared_story,https://goo.gl/f6N9fX,量子電腦概論–人類科技的極限 (Quantum Computers Explained – Limits of Human Technology),1,153,47,3/16/2016 11:07
150,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137096266310173,3:08:37 PM,link,515316421821497_1137096266310173,獻給全天下女性❤明天就是38婦女節 (women’s day)，還記得知名巨星艾瑪‧華森 (Emma Watson) 在社群網站為女權發聲 #HeForShe，呼籲 (appeal for) 全球女性團結一心 (stand in solidarity)，捍衛自己權益 (rights)，畢竟，性別 (gender) 不能決定誰的出身高，人生而平等 (equality)！點我看影片>>>https://goo.gl/VVCNia,shared_story,https://goo.gl/VVCNia,【TED】致所有想要為女性創造光明未來的男性 (An Invitation to Men Who Want a Better World for Women | Elizabeth Nyamayaro,0,153,36,3/7/2016 15:08
101,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142094295810370,5:00:00 PM,link,515316421821497_1142094295810370,#挑戰不按翻譯年糕I told you that you gotta work hard in art class， Jack. I told you.更多有趣影片：https://goo.gl/WRXRIH,shared_story,http://gph.is/22fT0lk,gph.is,7,150,10,3/15/2016 17:00
181,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133289416690858,3:00:01 PM,photo,515316421821497_1133289416690858,【克漏字挑戰】這個空格填什麼？《今日克漏字》There is a ____ way to go.未來的路還長得很呢。《克漏字挑戰練功重點提示》1.先想想這個空格該填什麼。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/EDj3fx #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1133289416690858/?type=3,Timeline Photos,69,146,9,4/7/2016 23:44
30,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151389008214232,1:00:00 PM,link,515316421821497_1151389008214232,你是不是常常看著別人的臉書動態或 Instagram羨慕 (envy) 大家看似多采多姿 (colorful) 的生活？其實，他們的現實生活 (real life) 可能跟照片上有很大的差別 (difference)快來看看一張看似美好的照片背後的祕密吧！https://goo.gl/fDnn6X,shared_story,https://goo.gl/fDnn6X,tw.voicetube.com,0,145,34,3/27/2016 13:00
14,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153457718007361,9:00:01 PM,link,515316421821497_1153457718007361,比利時恐攻造成歐洲人心惶惶出動特警圍剿嫌犯，機場緊急封閉許多外國媒體也對這次恐攻大幅度報導快來看看CNN、New York Times 怎麼說？>>http://goo.gl/nXWgBu,shared_story,http://goo.gl/nXWgBu,【新聞英文】比利時恐攻震驚全球，看看外國新聞媒體怎麼說！,1,143,50,3/30/2016 16:46
87,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1143552635664536,5:00:00 PM,link,515316421821497_1143552635664536,#挑戰不按翻譯年糕What a cruel world. 看更多有趣影片：https://goo.gl/PP9OYl,shared_story,http://gph.is/22maix0,gph.is,4,143,16,3/19/2016 13:42
133,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138741806145619,1:00:00 PM,link,515316421821497_1138741806145619,你看過這個超神MV了嗎？美國另類搖滾樂團OK Go最新單曲《Upside Down & Inside Out》 MV在高空無重力(zero gravity)狀態下拍攝，沒有任何特效(visual effects)或剪接(film editing)，帶給歌迷奇幻(fancy)、新穎(fresh)的感受，快來聽聽他們的酷炫新單曲！點我聽音樂學英文--->http://goo.gl/clHDxd,shared_story,http://goo.gl/clHDxd,OK Go - Upside Down & Inside Out,0,141,26,3/10/2016 13:00
40,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1150208631665603,1:35:28 PM,link,515316421821497_1150208631665603,曾經勇奪艾美獎12座獎項的影集你知道是哪一部影集嗎？沒有錯！就是風靡全球的權力遊戲：冰與火之歌(Game of Thrones)錯綜複雜(complicated)的故事、血腥(bloody)殘忍的人性(human nature)以及意想不到(surprising)的劇情(plot)第六季預告(trailer)正式發佈(launched)！你還在等什麼？https://goo.gl/loevBd,shared_story,https://goo.gl/loevBd,Game of Thrones Season 6: Trailer (RED BAND) (HBO),1,140,31,3/25/2016 16:26
175,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134291319924001,1:00:00 PM,link,515316421821497_1134291319924001,你常對你的家人說「我愛你」或表達感激(express gratitude)嗎？尤其是兄弟(brotherhood)之間，一聲感謝總是因為裝酷而說不出口(words stuck in one’s throat)來看這對兄弟的尷尬情節(embarrassment)goo.gl/kz8hi1,shared_story,http://goo.gl/kz8hi1,你也是這樣嗎？兄弟之間表達「我愛你」的各種奇怪方式 (Weird Ways Guys Say “I Love You”),1,138,40,3/4/2016 14:58
132,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137648172921649,3:00:00 PM,photo,515316421821497_1137648172921649,【克漏字挑戰】這個空格填什麼？《今日克漏字》Does love make our lives ___________?愛讓我們生命更有意義嗎？《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/OLPLXZ #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1137648172921649/?type=3,Timeline Photos,46,137,11,3/10/2016 15:00
173,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134301456589654,5:00:01 PM,link,515316421821497_1134301456589654,#挑戰不按翻譯年糕When your friends try to wake you up in class...更多影片：https://goo.gl/oFhI34,shared_story,http://gph.is/1RITjfO,gph.is,3,137,7,3/3/2016 22:07
95,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1141404925879307,3:00:00 PM,photo,515316421821497_1141404925879307,【克漏字挑戰】這個空格填什麼？《今日克漏字》My heart _____ when I see him.看到他，我心裡就小鹿亂撞。《克漏字挑戰練功重點提示》1.先想想這個空格該填什麼。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/I1nI95 #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1141404925879307/?type=3,Timeline Photos,43,131,15,3/20/2016 16:46
137,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137031082983358,5:00:00 PM,link,515316421821497_1137031082983358,#挑戰不按翻譯年糕Dude， gotcha!更多有趣影片在這邊：https://goo.gl/s244Qk,shared_story,http://gph.is/1St1D5T,gph.is,1,122,5,3/9/2016 17:05
156,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134298263256640,3:00:01 PM,photo,515316421821497_1134298263256640,【克漏字挑戰】這個空格填什麼？《今日克漏字》Don't you ______ on me. 你休想劈腿。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/AAlOk4 #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1134298263256640/?type=3,Timeline Photos,49,121,17,3/9/2016 11:48
22,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153035514716248,5:00:00 PM,link,515316421821497_1153035514716248,#挑戰不按翻譯年糕My face when I get off work everyday:更多影片在這裡---> https://goo.gl/UQw1LU,shared_story,http://gph.is/1ofQUz7,gph.is,4,117,7,3/29/2016 3:39
52,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1148234875196312,1:00:00 PM,link,515316421821497_1148234875196312,做夢(dreaming)似乎是人之常情，常常起床之後什麼都忘了(forget)但如果，今天告訴你，其實夢可以被錄(record)起來呢？人的一生有將近六年的時間都在作夢、如果全部都可以保存下來(put in storage)，往後回顧(retrospect)的時候一定超有趣！到底要怎麼做到呢？https://goo.gl/Tvp3Rs,shared_story,https://goo.gl/Tvp3Rs,「夢」可以錄起來嗎 Could We Record Our Dreams?,0,117,46,3/23/2016 13:00
189,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1130982980254835,3:00:01 PM,photo,515316421821497_1130982980254835,【造句練功房】 這句英文怎麼說？《今日練習句》也許愛一點也不複雜。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/EpldoM● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1130982980254835/?type=3,Timeline Photos,40,117,8,3/3/2016 23:10
70,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144310845588715,3:00:00 PM,photo,515316421821497_1144310845588715,【克漏字挑戰】這個空格填什麼？《今日克漏字》Make an ______.找個藉口。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/JRAXsx #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1144310845588715/?type=3,Timeline Photos,69,116,7,3/26/2016 15:16
2,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1156249747728158,9:00:00 PM,link,515316421821497_1156249747728158,【VT X Uber 獨家限定】免費送你 NT$180 乘車金！你也跟小編一樣生活中已經少不了 Uber 了嗎 >___^ <3但在我們享受高品質搭乘體驗的同時，你真的知道 Uber 是如何解決交通紊亂的問題嗎？VoiceTube 與 Uber 團隊攜手合作，翻譯了 Uber CEO Travis Kalanick 在 TED 發表的最新精彩演說，希望讓大家都能夠更深入了解智慧科技與共乘服務為世界帶來的影響！除此之外，VoiceTube 與 Uber 團隊更提供給 VT 粉絲們NT$180的首乘優惠！讓大家看完影片後就能夠立即享受 Uber 最優質的搭乘體驗！----------------------------------------------------------------------------------1. 立即下載 Uber App並註冊：http://ubr.to/1Uuktes2. 輸入優惠序號《VoiceTube》3. 立即享有 VT 獨家NT$180首乘優惠！----------------------------------------------------------------------------------►小編心事：小編有次半夜跟朋友搭 Uber，朋友先到家下車後， Uber 司機仍停在朋友家樓下不開，小編：司機怎麼了嗎？ Uber 司機：我想確保她安全到家上樓再離開（小編整個暖意從腳底流到天庭蓋）有人有更有趣的Uber體驗嗎^___^#Uber帶我長知識 #VoiceTube帶我學英文 #NT180獨家優惠 #iLoveUber #iLoveVoiceTube #VoiceTube #Uber #連假就決定搭Uber出去玩 #在Uber上可以用VoiceTubeAPP學英文哦 #Uber司機是暖男,shared_story,http://bit.ly/1M23RYN,【TED】Uber CEO 帶你了解 Uber 是如何運作的！ (Travis Kalanick - Uber's plan to get more people into fewer cars),1,115,30,4/1/2016 10:13
5,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1156021844417615,3:00:01 PM,photo,515316421821497_1156021844417615,【造句練功房】 這句英文怎麼說？《今日練習句》這杯珍珠奶茶真好喝。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/W9n7TR● 為什麼我應該加入造句練功房？>>>https://goo.gl/W9n7TR#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1156021844417615/?type=3,Timeline Photos,43,115,17,4/8/2016 9:27
38,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1150133045006495,5:00:00 PM,link,515316421821497_1150133045006495,#挑戰不按翻譯年糕What doesn't kill you makes you stronger...不夠好笑？到這裡找：https://goo.gl/04QCEh,shared_story,http://gph.is/1LLkkR4,gph.is,4,115,15,3/26/2016 14:45
103,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142114422475024,1:00:00 PM,link,515316421821497_1142114422475024,憤怒(anger)、沮喪(desperation)、無助(helplessness)無處發洩？當負面情緒(negative emotions)如潮水般襲來，你只能迎面被痛擊，不知道怎麼樣釋放(release)？現在，這個現象有解了！超級舒壓的暴怒房(rage room)，讓你痛快地砸爆(smash)一切不順眼的東西！快來看看最新舒緩情緒的方式(method)！https://goo.gl/mSbhZm,shared_story,https://goo.gl/mSbhZm,最近超不爽？你可能需要這個終極紓壓的暴怒房 (Ultimate Stress Relief In The Rage Room | Thrive),1,112,44,3/15/2016 13:00
64,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144309268922206,3:00:00 PM,photo,515316421821497_1144309268922206,【造句練功房】 這句英文怎麼說？《今日練習句》投資你自己。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/iVctSg● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1144309268922206/?type=3,Timeline Photos,30,111,10,3/23/2016 14:44
144,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137059519647181,3:00:01 PM,photo,515316421821497_1137059519647181,【克漏字挑戰】這個空格填什麼？《今日克漏字》I got ____up!我被放鴿子了！《克漏字挑戰練功重點提示》1.先想想這個空格該填什麼。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/IwtU2y #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1137059519647181/?type=3,Timeline Photos,36,111,16,3/10/2016 10:37
